noise_level,planner,trial,success,steps,drift_events
Low (95/2.5/2.5),RRT-Connect,121,True,259,15
Low (95/2.5/2.5),RRT-Connect,122,True,239,7
Low (95/2.5/2.5),RRT-Connect,123,True,138,6
Low (95/2.5/2.5),RRT-Connect,124,False,300,12
Low (95/2.5/2.5),RRT-Connect,125,True,66,5
Low (95/2.5/2.5),RRT-Connect,126,True,240,7
Low (95/2.5/2.5),RRT-Connect,127,True,129,8
Low (95/2.5/2.5),RRT-Connect,128,True,109,5
Low (95/2.5/2.5),RRT-Connect,129,True,249,12
Low (95/2.5/2.5),RRT-Connect,130,False,300,9
Low (95/2.5/2.5),RRT-Connect,131,True,105,7
Low (95/2.5/2.5),RRT-Connect,132,False,300,13
Low (95/2.5/2.5),RRT-Connect,133,False,300,11
Low (95/2.5/2.5),RRT-Connect,134,True,94,6
Low (95/2.5/2.5),RRT-Connect,135,True,145,9
Low (95/2.5/2.5),RRT-Connect,136,True,221,11
Low (95/2.5/2.5),RRT-Connect,137,True,156,8
Low (95/2.5/2.5),RRT-Connect,138,True,171,9
Low (95/2.5/2.5),RRT-Connect,139,True,157,12
Low (95/2.5/2.5),RRT-Connect,140,True,276,7
Low (95/2.5/2.5),RRT-Connect,141,True,226,13
Low (95/2.5/2.5),RRT-Connect,142,True,263,8
Low (95/2.5/2.5),RRT-Connect,143,True,296,13
Low (95/2.5/2.5),RRT-Connect,144,True,229,5
Low (95/2.5/2.5),RRT-Connect,145,False,300,10
Low (95/2.5/2.5),RRT-Connect,146,True,132,6
Low (95/2.5/2.5),RRT-Connect,147,True,172,8
Low (95/2.5/2.5),RRT-Connect,148,True,197,6
Low (95/2.5/2.5),RRT-Connect,149,True,183,9
Low (95/2.5/2.5),RRT-Connect,150,True,245,11
Low (95/2.5/2.5),RRT-Connect,151,True,259,14
Low (95/2.5/2.5),RRT-Connect,152,True,104,5
Low (95/2.5/2.5),RRT-Connect,153,False,300,6
Low (95/2.5/2.5),RRT-Connect,154,False,300,10
Low (95/2.5/2.5),RRT-Connect,155,True,283,12
Low (95/2.5/2.5),RRT-Connect,156,True,122,7
Low (95/2.5/2.5),RRT-Connect,157,True,144,10
Low (95/2.5/2.5),RRT-Connect,158,True,193,12
Low (95/2.5/2.5),RRT-Connect,159,True,194,14
Low (95/2.5/2.5),RRT-Connect,160,True,223,10
Low (95/2.5/2.5),RRT-Connect,161,True,159,10
Low (95/2.5/2.5),RRT-Connect,162,True,138,11
Low (95/2.5/2.5),RRT-Connect,163,True,262,8
Low (95/2.5/2.5),RRT-Connect,164,True,232,12
Low (95/2.5/2.5),RRT-Connect,165,True,282,10
Low (95/2.5/2.5),RRT-Connect,166,True,204,7
Low (95/2.5/2.5),RRT-Connect,167,False,300,8
Low (95/2.5/2.5),RRT-Connect,168,True,245,11
Low (95/2.5/2.5),RRT-Connect,169,True,267,11
Low (95/2.5/2.5),RRT-Connect,170,True,297,11
Low (95/2.5/2.5),RRT-Connect,171,True,106,5
Low (95/2.5/2.5),RRT-Connect,172,False,300,9
Low (95/2.5/2.5),RRT-Connect,173,True,235,9
Low (95/2.5/2.5),RRT-Connect,174,True,231,11
Low (95/2.5/2.5),RRT-Connect,175,True,289,14
Low (95/2.5/2.5),RRT-Connect,176,True,262,14
Low (95/2.5/2.5),RRT-Connect,177,True,231,9
Low (95/2.5/2.5),RRT-Connect,178,True,198,8
Low (95/2.5/2.5),RRT-Connect,179,False,300,13
Low (95/2.5/2.5),RRT-Connect,180,True,285,7
Low (95/2.5/2.5),RRT-Connect,181,True,249,15
Low (95/2.5/2.5),RRT-Connect,182,True,298,11
Low (95/2.5/2.5),RRT-Connect,183,True,297,16
Low (95/2.5/2.5),RRT-Connect,184,True,225,10
Low (95/2.5/2.5),RRT-Connect,185,True,284,10
Low (95/2.5/2.5),RRT-Connect,186,False,300,14
Low (95/2.5/2.5),RRT-Connect,187,True,213,8
Low (95/2.5/2.5),RRT-Connect,188,True,235,12
Low (95/2.5/2.5),RRT-Connect,189,True,263,9
Low (95/2.5/2.5),RRT-Connect,190,False,300,10
Low (95/2.5/2.5),RRT-Connect,191,False,300,12
Low (95/2.5/2.5),RRT-Connect,192,True,153,10
Low (95/2.5/2.5),RRT-Connect,193,True,215,8
Low (95/2.5/2.5),RRT-Connect,194,False,300,12
Low (95/2.5/2.5),RRT-Connect,195,True,221,9
Low (95/2.5/2.5),RRT-Connect,196,True,183,13
Low (95/2.5/2.5),RRT-Connect,197,True,236,10
Low (95/2.5/2.5),RRT-Connect,198,False,300,5
Low (95/2.5/2.5),RRT-Connect,199,False,300,12
Low (95/2.5/2.5),MDP Policy,0,True,40,2
Low (95/2.5/2.5),MDP Policy,1,True,42,3
Low (95/2.5/2.5),MDP Policy,2,True,38,0
Low (95/2.5/2.5),MDP Policy,3,True,38,1
Low (95/2.5/2.5),MDP Policy,4,True,41,2
Low (95/2.5/2.5),MDP Policy,5,True,42,3
Low (95/2.5/2.5),MDP Policy,6,True,41,2
Low (95/2.5/2.5),MDP Policy,7,True,40,2
Low (95/2.5/2.5),MDP Policy,8,True,41,3
Low (95/2.5/2.5),MDP Policy,9,True,42,3
Low (95/2.5/2.5),MDP Policy,10,True,40,1
Low (95/2.5/2.5),MDP Policy,11,True,38,1
Low (95/2.5/2.5),MDP Policy,12,True,43,3
Low (95/2.5/2.5),MDP Policy,13,True,44,3
Low (95/2.5/2.5),MDP Policy,14,True,40,2
Low (95/2.5/2.5),MDP Policy,15,True,38,1
Low (95/2.5/2.5),MDP Policy,16,True,38,0
Low (95/2.5/2.5),MDP Policy,17,True,38,0
Low (95/2.5/2.5),MDP Policy,18,True,38,1
Low (95/2.5/2.5),MDP Policy,19,True,38,1
Low (95/2.5/2.5),MDP Policy,20,True,38,0
Low (95/2.5/2.5),MDP Policy,21,True,39,0
Low (95/2.5/2.5),MDP Policy,22,True,39,1
Low (95/2.5/2.5),MDP Policy,23,True,39,0
Low (95/2.5/2.5),MDP Policy,24,True,42,2
Low (95/2.5/2.5),MDP Policy,25,True,38,1
Low (95/2.5/2.5),MDP Policy,26,True,42,3
Low (95/2.5/2.5),MDP Policy,27,True,38,1
Low (95/2.5/2.5),MDP Policy,28,True,45,5
Low (95/2.5/2.5),MDP Policy,29,True,40,1
Low (95/2.5/2.5),MDP Policy,30,True,41,2
Low (95/2.5/2.5),MDP Policy,31,True,41,2
Low (95/2.5/2.5),MDP Policy,32,True,40,2
Low (95/2.5/2.5),MDP Policy,33,True,46,5
Low (95/2.5/2.5),MDP Policy,34,True,38,0
Low (95/2.5/2.5),MDP Policy,35,True,39,2
Low (95/2.5/2.5),MDP Policy,36,True,41,1
Low (95/2.5/2.5),MDP Policy,37,True,42,2
Low (95/2.5/2.5),MDP Policy,38,True,44,3
Low (95/2.5/2.5),MDP Policy,39,True,38,0
Low (95/2.5/2.5),MDP Policy,40,True,40,2
Low (95/2.5/2.5),MDP Policy,41,True,39,0
Low (95/2.5/2.5),MDP Policy,42,True,43,2
Low (95/2.5/2.5),MDP Policy,43,True,44,4
Low (95/2.5/2.5),MDP Policy,44,True,42,3
Low (95/2.5/2.5),MDP Policy,45,True,41,2
Low (95/2.5/2.5),MDP Policy,46,True,41,2
Low (95/2.5/2.5),MDP Policy,47,True,41,1
Low (95/2.5/2.5),MDP Policy,48,True,38,0
Low (95/2.5/2.5),MDP Policy,49,True,40,2
Low (95/2.5/2.5),MDP Policy,50,True,40,2
Low (95/2.5/2.5),MDP Policy,51,True,38,0
Low (95/2.5/2.5),MDP Policy,52,True,41,1
Low (95/2.5/2.5),MDP Policy,53,True,40,1
Low (95/2.5/2.5),MDP Policy,54,True,41,2
Low (95/2.5/2.5),MDP Policy,55,True,40,0
Low (95/2.5/2.5),MDP Policy,56,True,42,4
Low (95/2.5/2.5),MDP Policy,57,True,38,1
Low (95/2.5/2.5),MDP Policy,58,True,40,1
Low (95/2.5/2.5),MDP Policy,59,True,40,1
Low (95/2.5/2.5),MDP Policy,60,True,40,5
Low (95/2.5/2.5),MDP Policy,61,True,42,2
Low (95/2.5/2.5),MDP Policy,62,True,44,5
Low (95/2.5/2.5),MDP Policy,63,True,40,1
Low (95/2.5/2.5),MDP Policy,64,True,38,0
Low (95/2.5/2.5),MDP Policy,65,True,38,1
Low (95/2.5/2.5),MDP Policy,66,True,38,0
Low (95/2.5/2.5),MDP Policy,67,True,46,4
Low (95/2.5/2.5),MDP Policy,68,True,42,4
Low (95/2.5/2.5),MDP Policy,69,True,38,1
Low (95/2.5/2.5),MDP Policy,70,True,39,2
Low (95/2.5/2.5),MDP Policy,71,True,39,1
Low (95/2.5/2.5),MDP Policy,72,True,38,0
Low (95/2.5/2.5),MDP Policy,73,True,40,2
Low (95/2.5/2.5),MDP Policy,74,True,38,0
Low (95/2.5/2.5),MDP Policy,75,True,38,2
Low (95/2.5/2.5),MDP Policy,76,True,43,3
Low (95/2.5/2.5),MDP Policy,77,True,38,0
Low (95/2.5/2.5),MDP Policy,78,True,42,2
Low (95/2.5/2.5),MDP Policy,79,True,40,2
Low (95/2.5/2.5),MDP Policy,80,True,38,2
Low (95/2.5/2.5),MDP Policy,81,True,40,3
Low (95/2.5/2.5),MDP Policy,82,True,40,4
Low (95/2.5/2.5),MDP Policy,83,True,41,2
Low (95/2.5/2.5),MDP Policy,84,True,40,4
Low (95/2.5/2.5),MDP Policy,85,True,38,0
Low (95/2.5/2.5),MDP Policy,86,True,38,1
Low (95/2.5/2.5),MDP Policy,87,True,42,3
Low (95/2.5/2.5),MDP Policy,88,True,41,1
Low (95/2.5/2.5),MDP Policy,89,True,38,1
Low (95/2.5/2.5),MDP Policy,90,True,42,4
Low (95/2.5/2.5),MDP Policy,91,True,38,1
Low (95/2.5/2.5),MDP Policy,92,True,38,0
Low (95/2.5/2.5),MDP Policy,93,True,42,3
Low (95/2.5/2.5),MDP Policy,94,True,42,3
Low (95/2.5/2.5),MDP Policy,95,True,44,4
Low (95/2.5/2.5),MDP Policy,96,True,40,2
Low (95/2.5/2.5),MDP Policy,97,True,39,2
Low (95/2.5/2.5),MDP Policy,98,True,42,3
Low (95/2.5/2.5),MDP Policy,99,True,40,2
Low (95/2.5/2.5),MDP Policy,100,True,39,1
Low (95/2.5/2.5),MDP Policy,101,True,42,3
Low (95/2.5/2.5),MDP Policy,102,True,38,0
Low (95/2.5/2.5),MDP Policy,103,True,38,0
Low (95/2.5/2.5),MDP Policy,104,True,38,1
Low (95/2.5/2.5),MDP Policy,105,True,38,0
Low (95/2.5/2.5),MDP Policy,106,True,41,2
Low (95/2.5/2.5),MDP Policy,107,True,42,4
Low (95/2.5/2.5),MDP Policy,108,True,38,1
Low (95/2.5/2.5),MDP Policy,109,True,40,2
Low (95/2.5/2.5),MDP Policy,110,True,40,1
Low (95/2.5/2.5),MDP Policy,111,True,39,2
Low (95/2.5/2.5),MDP Policy,112,True,42,4
Low (95/2.5/2.5),MDP Policy,113,True,40,1
Low (95/2.5/2.5),MDP Policy,114,True,42,3
Low (95/2.5/2.5),MDP Policy,115,True,43,2
Low (95/2.5/2.5),MDP Policy,116,True,38,3
Low (95/2.5/2.5),MDP Policy,117,True,42,3
Low (95/2.5/2.5),MDP Policy,118,True,38,3
Low (95/2.5/2.5),MDP Policy,119,True,38,1
Low (95/2.5/2.5),MDP Policy,120,True,44,5
Low (95/2.5/2.5),MDP Policy,121,True,42,2
Low (95/2.5/2.5),MDP Policy,122,True,38,1
Low (95/2.5/2.5),MDP Policy,123,True,38,1
Low (95/2.5/2.5),MDP Policy,124,True,42,3
Low (95/2.5/2.5),MDP Policy,125,True,39,1
Low (95/2.5/2.5),MDP Policy,126,True,42,3
Low (95/2.5/2.5),MDP Policy,127,True,40,1
Low (95/2.5/2.5),MDP Policy,128,True,38,2
Low (95/2.5/2.5),MDP Policy,129,True,40,1
Low (95/2.5/2.5),MDP Policy,130,True,38,1
Low (95/2.5/2.5),MDP Policy,131,True,40,2
Low (95/2.5/2.5),MDP Policy,132,True,44,4
Low (95/2.5/2.5),MDP Policy,133,True,39,2
Low (95/2.5/2.5),MDP Policy,134,True,38,1
Low (95/2.5/2.5),MDP Policy,135,True,41,2
Low (95/2.5/2.5),MDP Policy,136,True,44,3
Low (95/2.5/2.5),MDP Policy,137,True,38,1
Low (95/2.5/2.5),MDP Policy,138,True,42,2
Low (95/2.5/2.5),MDP Policy,139,True,43,2
Low (95/2.5/2.5),MDP Policy,140,True,38,1
Low (95/2.5/2.5),MDP Policy,141,True,44,4
Low (95/2.5/2.5),MDP Policy,142,True,42,2
Low (95/2.5/2.5),MDP Policy,143,True,42,2
Low (95/2.5/2.5),MDP Policy,144,True,38,2
Low (95/2.5/2.5),MDP Policy,145,True,38,0
Low (95/2.5/2.5),MDP Policy,146,True,38,2
Low (95/2.5/2.5),MDP Policy,147,True,40,2
Low (95/2.5/2.5),MDP Policy,148,True,38,0
Low (95/2.5/2.5),MDP Policy,149,True,43,2
Low (95/2.5/2.5),MDP Policy,150,True,41,1
Low (95/2.5/2.5),MDP Policy,151,True,48,6
Low (95/2.5/2.5),MDP Policy,152,True,38,1
Low (95/2.5/2.5),MDP Policy,153,True,40,1
Low (95/2.5/2.5),MDP Policy,154,True,39,1
Low (95/2.5/2.5),MDP Policy,155,True,40,1
Low (95/2.5/2.5),MDP Policy,156,True,40,1
Low (95/2.5/2.5),MDP Policy,157,True,41,1
Low (95/2.5/2.5),MDP Policy,158,True,44,4
Low (95/2.5/2.5),MDP Policy,159,True,42,3
Low (95/2.5/2.5),MDP Policy,160,True,40,3
Low (95/2.5/2.5),MDP Policy,161,True,38,0
Low (95/2.5/2.5),MDP Policy,162,True,40,3
Low (95/2.5/2.5),MDP Policy,163,True,38,0
Low (95/2.5/2.5),MDP Policy,164,True,40,1
Low (95/2.5/2.5),MDP Policy,165,True,46,4
Low (95/2.5/2.5),MDP Policy,166,True,38,1
Low (95/2.5/2.5),MDP Policy,167,True,44,3
Low (95/2.5/2.5),MDP Policy,168,True,38,1
Low (95/2.5/2.5),MDP Policy,169,True,38,0
Low (95/2.5/2.5),MDP Policy,170,True,42,3
Low (95/2.5/2.5),MDP Policy,171,True,38,1
Low (95/2.5/2.5),MDP Policy,172,True,38,0
Low (95/2.5/2.5),MDP Policy,173,True,38,4
Low (95/2.5/2.5),MDP Policy,174,True,42,3
Low (95/2.5/2.5),MDP Policy,175,True,43,3
Low (95/2.5/2.5),MDP Policy,176,True,42,3
Low (95/2.5/2.5),MDP Policy,177,True,38,0
Low (95/2.5/2.5),MDP Policy,178,True,40,1
Low (95/2.5/2.5),MDP Policy,179,True,41,2
Low (95/2.5/2.5),MDP Policy,180,True,38,0
Low (95/2.5/2.5),MDP Policy,181,True,42,3
Low (95/2.5/2.5),MDP Policy,182,True,40,3
Low (95/2.5/2.5),MDP Policy,183,True,40,1
Low (95/2.5/2.5),MDP Policy,184,True,40,2
Low (95/2.5/2.5),MDP Policy,185,True,38,0
Low (95/2.5/2.5),MDP Policy,186,True,44,5
Low (95/2.5/2.5),MDP Policy,187,True,39,1
Low (95/2.5/2.5),MDP Policy,188,True,44,3
Low (95/2.5/2.5),MDP Policy,189,True,38,1
Low (95/2.5/2.5),MDP Policy,190,True,42,3
Low (95/2.5/2.5),MDP Policy,191,True,41,1
Low (95/2.5/2.5),MDP Policy,192,True,42,3
Low (95/2.5/2.5),MDP Policy,193,True,38,1
Low (95/2.5/2.5),MDP Policy,194,True,39,0
Low (95/2.5/2.5),MDP Policy,195,True,40,2
Low (95/2.5/2.5),MDP Policy,196,True,40,2
Low (95/2.5/2.5),MDP Policy,197,True,38,2
Low (95/2.5/2.5),MDP Policy,198,True,39,1
Low (95/2.5/2.5),MDP Policy,199,True,41,2
Medium (80/10/10),Dijkstra,0,True,126,12
Medium (80/10/10),Dijkstra,1,True,76,10
Medium (80/10/10),Dijkstra,2,True,45,3
Medium (80/10/10),Dijkstra,3,True,112,11
Medium (80/10/10),Dijkstra,4,False,300,26
Medium (80/10/10),Dijkstra,5,True,48,7
Medium (80/10/10),Dijkstra,6,True,150,19
Medium (80/10/10),Dijkstra,7,True,170,26
Medium (80/10/10),Dijkstra,8,True,50,9
Medium (80/10/10),Dijkstra,9,True,87,15
Medium (80/10/10),Dijkstra,10,True,65,9
Medium (80/10/10),Dijkstra,11,True,134,20
Medium (80/10/10),Dijkstra,12,True,100,18
Medium (80/10/10),Dijkstra,13,True,93,14
Medium (80/10/10),Dijkstra,14,True,103,12
Medium (80/10/10),Dijkstra,15,True,109,14
Medium (80/10/10),Dijkstra,16,True,103,12
Medium (80/10/10),Dijkstra,17,True,67,6
Medium (80/10/10),Dijkstra,18,True,121,13
Medium (80/10/10),Dijkstra,19,True,51,5
Medium (80/10/10),Dijkstra,20,True,124,15
Medium (80/10/10),Dijkstra,21,True,137,25
Medium (80/10/10),Dijkstra,22,True,161,23
Medium (80/10/10),Dijkstra,23,True,157,26
Medium (80/10/10),Dijkstra,24,True,295,37
Medium (80/10/10),Dijkstra,25,True,71,8
Medium (80/10/10),Dijkstra,26,True,51,10
Medium (80/10/10),Dijkstra,27,True,66,10
Medium (80/10/10),Dijkstra,28,True,66,10
Medium (80/10/10),Dijkstra,29,True,120,21
Medium (80/10/10),Dijkstra,30,True,122,18
Medium (80/10/10),Dijkstra,31,True,152,17
Medium (80/10/10),Dijkstra,32,True,62,9
Medium (80/10/10),Dijkstra,33,True,113,19
Medium (80/10/10),Dijkstra,34,True,117,26
Medium (80/10/10),Dijkstra,35,True,71,14
Medium (80/10/10),Dijkstra,36,True,84,9
Medium (80/10/10),Dijkstra,37,True,126,22
Medium (80/10/10),Dijkstra,38,True,67,7
Medium (80/10/10),Dijkstra,39,True,94,20
Medium (80/10/10),Dijkstra,40,True,58,9
Medium (80/10/10),Dijkstra,41,True,149,18
Medium (80/10/10),Dijkstra,42,True,145,21
Medium (80/10/10),Dijkstra,43,True,136,23
Medium (80/10/10),Dijkstra,44,True,135,16
Medium (80/10/10),Dijkstra,45,True,94,13
Medium (80/10/10),Dijkstra,46,True,92,9
Medium (80/10/10),Dijkstra,47,True,73,10
Medium (80/10/10),Dijkstra,48,True,123,10
Medium (80/10/10),Dijkstra,49,True,130,20
Medium (80/10/10),Dijkstra,50,True,102,12
Medium (80/10/10),Dijkstra,51,True,128,16
Medium (80/10/10),Dijkstra,52,True,86,12
Medium (80/10/10),Dijkstra,53,True,126,21
Medium (80/10/10),Dijkstra,54,True,128,15
Medium (80/10/10),Dijkstra,55,True,114,17
Medium (80/10/10),Dijkstra,56,True,86,12
Medium (80/10/10),Dijkstra,57,True,120,19
Medium (80/10/10),Dijkstra,58,True,117,13
Medium (80/10/10),Dijkstra,59,True,46,9
Medium (80/10/10),Dijkstra,60,True,46,6
Medium (80/10/10),Dijkstra,61,True,140,19
Medium (80/10/10),Dijkstra,62,True,58,11
Medium (80/10/10),Dijkstra,63,True,55,10
Medium (80/10/10),Dijkstra,64,True,50,4
Medium (80/10/10),Dijkstra,65,True,45,2
Medium (80/10/10),Dijkstra,66,True,46,4
Medium (80/10/10),Dijkstra,67,True,115,15
Medium (80/10/10),Dijkstra,68,True,107,11
Medium (80/10/10),Dijkstra,69,True,44,2
Medium (80/10/10),Dijkstra,70,True,85,20
Medium (80/10/10),Dijkstra,71,True,77,14
Medium (80/10/10),Dijkstra,72,True,134,19
Medium (80/10/10),Dijkstra,73,True,98,12
Medium (80/10/10),Dijkstra,74,True,98,12
Medium (80/10/10),Dijkstra,75,True,48,7
Medium (80/10/10),Dijkstra,76,True,121,17
Medium (80/10/10),Dijkstra,77,True,61,7
Medium (80/10/10),Dijkstra,78,True,105,16
Medium (80/10/10),Dijkstra,79,True,127,16
Medium (80/10/10),Dijkstra,80,True,63,16
Medium (80/10/10),Dijkstra,81,True,53,9
Medium (80/10/10),Dijkstra,82,True,133,16
Medium (80/10/10),Dijkstra,83,True,124,19
Medium (80/10/10),Dijkstra,84,True,116,17
Medium (80/10/10),Dijkstra,85,True,84,11
Medium (80/10/10),Dijkstra,86,True,142,19
Medium (80/10/10),Dijkstra,87,True,43,7
Medium (80/10/10),Dijkstra,88,True,84,11
Medium (80/10/10),Dijkstra,89,True,123,12
Medium (80/10/10),Dijkstra,90,True,63,14
Medium (80/10/10),Dijkstra,91,True,133,20
Medium (80/10/10),Dijkstra,92,True,103,14
Medium (80/10/10),Dijkstra,93,True,132,14
Medium (80/10/10),Dijkstra,94,True,158,13
Medium (80/10/10),Dijkstra,95,True,69,12
Medium (80/10/10),Dijkstra,96,True,59,10
Medium (80/10/10),Dijkstra,97,False,300,35
Medium (80/10/10),Dijkstra,98,True,103,11
Medium (80/10/10),Dijkstra,99,True,141,23
Medium (80/10/10),Dijkstra,100,True,89,18
Medium (80/10/10),Dijkstra,101,True,108,15
Medium (80/10/10),Dijkstra,102,True,119,13
Medium (80/10/10),Dijkstra,103,True,101,13
Medium (80/10/10),Dijkstra,104,True,48,3
Medium (80/10/10),Dijkstra,105,True,165,15
Medium (80/10/10),Dijkstra,106,True,105,16
Medium (80/10/10),Dijkstra,107,True,85,9
Medium (80/10/10),Dijkstra,108,True,79,11
Medium (80/10/10),Dijkstra,109,True,131,20
Medium (80/10/10),Dijkstra,110,True,85,8
Medium (80/10/10),Dijkstra,111,True,55,13
Medium (80/10/10),Dijkstra,112,True,100,14
Medium (80/10/10),Dijkstra,113,True,124,18
Medium (80/10/10),Dijkstra,114,True,112,10
Medium (80/10/10),Dijkstra,115,True,94,10
Medium (80/10/10),Dijkstra,116,True,158,17
Medium (80/10/10),Dijkstra,117,True,91,15
Medium (80/10/10),Dijkstra,118,True,71,13
Medium (80/10/10),Dijkstra,119,True,94,11
Medium (80/10/10),Dijkstra,120,True,99,11
Medium (80/10/10),Dijkstra,121,True,89,13
Medium (80/10/10),Dijkstra,122,True,110,22
Medium (80/10/10),Dijkstra,123,True,138,19
Medium (80/10/10),Dijkstra,124,True,44,6
Medium (80/10/10),Dijkstra,125,True,66,14
Medium (80/10/10),Dijkstra,126,True,159,17
Medium (80/10/10),Dijkstra,127,True,56,6
Medium (80/10/10),Dijkstra,128,True,101,13
Medium (80/10/10),Dijkstra,129,True,77,7
Medium (80/10/10),Dijkstra,130,True,104,19
Medium (80/10/10),Dijkstra,131,True,125,20
Medium (80/10/10),Dijkstra,132,True,139,20
Medium (80/10/10),Dijkstra,133,True,107,17
Medium (80/10/10),Dijkstra,134,True,112,20
Medium (80/10/10),Dijkstra,135,True,72,14
Medium (80/10/10),Dijkstra,136,True,72,5
Medium (80/10/10),Dijkstra,137,True,121,16
Medium (80/10/10),Dijkstra,138,True,75,15
Medium (80/10/10),Dijkstra,139,True,53,10
Medium (80/10/10),Dijkstra,140,True,177,17
Medium (80/10/10),Dijkstra,141,False,300,32
Medium (80/10/10),Dijkstra,142,True,162,25
Medium (80/10/10),Dijkstra,143,True,102,12
Medium (80/10/10),Dijkstra,144,True,171,17
Medium (80/10/10),Dijkstra,145,True,61,5
Medium (80/10/10),Dijkstra,146,True,71,12
Medium (80/10/10),Dijkstra,147,True,52,6
Medium (80/10/10),Dijkstra,148,True,67,6
Medium (80/10/10),Dijkstra,149,True,183,29
Medium (80/10/10),Dijkstra,150,True,120,15
Medium (80/10/10),Dijkstra,151,True,142,21
Medium (80/10/10),Dijkstra,152,False,300,35
Medium (80/10/10),Dijkstra,153,True,141,16
Medium (80/10/10),Dijkstra,154,True,126,22
Medium (80/10/10),Dijkstra,155,True,204,27
Medium (80/10/10),Dijkstra,156,True,121,16
Medium (80/10/10),Dijkstra,157,True,64,14
Medium (80/10/10),Dijkstra,158,True,118,26
Medium (80/10/10),Dijkstra,159,True,50,10
Medium (80/10/10),Dijkstra,160,True,65,10
Medium (80/10/10),Dijkstra,161,True,110,15
Medium (80/10/10),Dijkstra,162,True,120,20
Medium (80/10/10),Dijkstra,163,True,68,11
Medium (80/10/10),Dijkstra,164,True,118,17
Medium (80/10/10),Dijkstra,165,True,89,8
Medium (80/10/10),Dijkstra,166,True,62,8
Medium (80/10/10),Dijkstra,167,True,175,24
Medium (80/10/10),Dijkstra,168,True,51,7
Medium (80/10/10),Dijkstra,169,True,224,30
Medium (80/10/10),Dijkstra,170,True,69,13
Medium (80/10/10),Dijkstra,171,True,58,10
Medium (80/10/10),Dijkstra,172,True,112,14
Medium (80/10/10),Dijkstra,173,True,98,14
Medium (80/10/10),Dijkstra,174,True,78,11
Medium (80/10/10),Dijkstra,175,True,104,12
Medium (80/10/10),Dijkstra,176,True,98,17
Medium (80/10/10),Dijkstra,177,True,67,13
Medium (80/10/10),Dijkstra,178,True,124,15
Medium (80/10/10),Dijkstra,179,True,134,18
Medium (80/10/10),Dijkstra,180,True,129,14
Medium (80/10/10),Dijkstra,181,True,64,9
Medium (80/10/10),Dijkstra,182,True,146,22
Medium (80/10/10),Dijkstra,183,True,118,13
Medium (80/10/10),Dijkstra,184,True,156,20
Medium (80/10/10),Dijkstra,185,True,51,8
Medium (80/10/10),Dijkstra,186,True,60,9
Medium (80/10/10),Dijkstra,187,True,140,20
Medium (80/10/10),Dijkstra,188,True,59,9
Medium (80/10/10),Dijkstra,189,True,185,28
Medium (80/10/10),Dijkstra,190,True,79,11
Medium (80/10/10),Dijkstra,191,True,107,18
Medium (80/10/10),Dijkstra,192,True,112,16
Medium (80/10/10),Dijkstra,193,True,82,16
Medium (80/10/10),Dijkstra,194,True,242,34
Medium (80/10/10),Dijkstra,195,True,51,8
Medium (80/10/10),Dijkstra,196,True,82,19
Medium (80/10/10),Dijkstra,197,True,67,6
Medium (80/10/10),Dijkstra,198,True,73,8
Medium (80/10/10),Dijkstra,199,True,120,22
Medium (80/10/10),A*,0,True,93,12
Medium (80/10/10),A*,1,True,80,11
Medium (80/10/10),A*,2,True,64,7
Medium (80/10/10),A*,3,True,99,10
Medium (80/10/10),A*,4,True,121,19
Medium (80/10/10),A*,5,True,68,8
Medium (80/10/10),A*,6,True,151,22
Medium (80/10/10),A*,7,True,96,11
Medium (80/10/10),A*,8,False,300,37
Medium (80/10/10),A*,9,True,117,18
Medium (80/10/10),A*,10,True,100,13
Medium (80/10/10),A*,11,True,76,11
Medium (80/10/10),A*,12,True,111,17
Medium (80/10/10),A*,13,True,84,13
Medium (80/10/10),A*,14,True,86,10
Medium (80/10/10),A*,15,True,92,10
Medium (80/10/10),A*,16,True,103,15
Medium (80/10/10),A*,17,True,135,25
Medium (80/10/10),A*,18,True,171,24
Medium (80/10/10),A*,19,True,59,8
Medium (80/10/10),A*,20,True,131,19
Medium (80/10/10),A*,21,True,118,21
Medium (80/10/10),A*,22,True,77,10
Medium (80/10/10),A*,23,True,70,13
Medium (80/10/10),A*,24,True,295,39
Medium (80/10/10),A*,25,True,112,13
Medium (80/10/10),A*,26,True,73,10
Medium (80/10/10),A*,27,True,72,17
Medium (80/10/10),A*,28,True,66,12
Medium (80/10/10),A*,29,True,120,22
Medium (80/10/10),A*,30,True,91,9
Medium (80/10/10),A*,31,True,118,14
Medium (80/10/10),A*,32,True,134,11
Medium (80/10/10),A*,33,True,129,23
Medium (80/10/10),A*,34,True,86,21
Medium (80/10/10),A*,35,True,71,15
Medium (80/10/10),A*,36,True,84,10
Medium (80/10/10),A*,37,True,126,19
Medium (80/10/10),A*,38,True,81,11
Medium (80/10/10),A*,39,True,94,23
Medium (80/10/10),A*,40,True,92,15
Medium (80/10/10),A*,41,True,93,8
Medium (80/10/10),A*,42,True,145,21
Medium (80/10/10),A*,43,True,96,13
Medium (80/10/10),A*,44,True,97,18
Medium (80/10/10),A*,45,True,93,17
Medium (80/10/10),A*,46,True,122,12
Medium (80/10/10),A*,47,True,85,9
Medium (80/10/10),A*,48,True,53,4
Medium (80/10/10),A*,49,True,96,19
Medium (80/10/10),A*,50,True,75,10
